flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
IBB674,ATR-72,2018-04-13,17:40,EL HIERRO,VDE,-,Salida prevista a las 17:40,14,17,Chubascos Dispersos, - ,02,2018-04-13,18:20,TENERIFE NORTE,TFN,1,Llegada prevista a las 18:20,17,22,Nubosidad Variable,1,2,2018-04-13 17:25:46
IBE8793,ATR-72,2018-04-13,16:00,MELILLA,MLN,T,El vuelo ha despegado a las 16:26,12,18,Chubascos Dispersos,5 - 6,2,2018-04-13,17:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:16,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:39
IBE8277,ATR-72,2018-04-13,18:05,MELILLA,MLN,T,Salida prevista a las 18:15,12,18,Chubascos Dispersos,5 - 6,2,2018-04-13,18:55,MALAGA-COSTA DEL SOL,AGP,T,Llegada prevista a las 18:55,8,16,Tormentas Localmente Fuertes,T3,31,2018-04-13 17:25:41
AEA5004,ATR-72,2018-04-13,18:10,MELILLA,MLN,T,Salida prevista a las 18:10,12,18,Chubascos Dispersos,1 - 2,3,2018-04-13,19:00,MALAGA-COSTA DEL SOL,AGP,T,Llegada prevista a las 19:00,8,16,Tormentas Localmente Fuertes,T3,32,2018-04-13 17:25:44
IBE8649,BOMBARDIER CRJ-1000,2018-04-13,17:55,GRANADA-JAÉN F.G.L.,GRX,1,Departure expected at 17:55,5,17,Chubascos Dispersos,05 - 06,2,2018-04-13,19:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Arrival expected at 19:16,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:36
VLG2015,AIRBUS A320,2018-04-13,19:15,GRANADA-JAÉN F.G.L.,GRX,1,Salida prevista a las 19:15,5,17,Chubascos Dispersos,07 - 08,2,2018-04-13,20:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 20:40,12,17,Lluvia,T1_G,04,2018-04-13 17:25:37
IBE8524,BOMBARDIER CRJ-1000,2018-04-13,16:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 16:21,6,14,Chubascos Dispersos,810 - 819,K88,2018-04-13,17:15,PAMPLONA,PNA,T,Llegada prevista a las 17:20,5,15,Lluvia,S1,1,2018-04-13 17:25:46
IBE8532,BOMBARDIER CRJ-1000,2018-04-13,19:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 19:30,6,14,Chubascos Dispersos,810 - 819, - ,2018-04-13,20:25,PAMPLONA,PNA,-,Llegada prevista a las 20:25,5,15,Lluvia,-, - ,2018-04-13 17:25:47
AEA7236,EMBRAER ERJ-195,2018-04-13,16:15,A CORUÑA,LCG,-,El vuelo ha despegado a las 16:34,10,15,Chubascos Dispersos, - ,3,2018-04-13,17:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 17:44,6,14,Chubascos Dispersos,06,18,2018-04-13 17:25:39
IBE0523,AIRBUS A320,2018-04-13,17:40,A CORUÑA,LCG,-,Salida prevista a las 17:40,10,15,Chubascos Dispersos, - ,3,2018-04-13,18:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 19:40,6,14,Chubascos Dispersos,10,11,2018-04-13 17:25:41
VLG1295,32A,2018-04-13,17:50,A CORUÑA,LCG,1,Salida prevista a las 17:50,10,15,Chubascos Dispersos,5 - 6,3,2018-04-13,19:25,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:25,12,17,Lluvia,T1_G,06,2018-04-13 17:25:43
AEA7238,EMBRAER ERJ-195,2018-04-13,20:45,A CORUÑA,LCG,-,Salida prevista a las 20:45,10,15,Chubascos Dispersos, - ,3,2018-04-13,21:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 21:55,6,14,Chubascos Dispersos,06,17,2018-04-13 17:25:48
IBE0557,AIRBUS A319,2018-04-13,17:45,SANTANDER-SEVE BALLESTEROS,SDR,N,Salida prevista a las 17:45,8,15,Lluvia,8 - 8,2,2018-04-13,19:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:39,6,14,Chubascos Dispersos,10,13,2018-04-13 17:25:37
VLG1591,AIRBUS A320,2018-04-13,17:55,SANTANDER-SEVE BALLESTEROS,SDR,N,Salida prevista a las 17:55,8,15,Lluvia,6 - 7,4,2018-04-13,19:05,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:05,12,17,Lluvia,T1_G,08,2018-04-13 17:25:39
AEA7317,EMBRAER ERJ-195,2018-04-13,16:30,VIGO,VGO,1,El vuelo ha despegado a las 17:08,6,15,Chubascos Dispersos,01 - 03,5,2018-04-13,17:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 18:15,6,14,Chubascos Dispersos,06,08,2018-04-13 17:25:39
IBE0535,AIRBUS A319,2018-04-13,17:40,VIGO,VGO,1,Salida prevista a las 17:40,6,15,Chubascos Dispersos,06 - 07,3,2018-04-13,18:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:45,6,14,Chubascos Dispersos,10,14,2018-04-13 17:25:40
RYR246,BOEING 737-800 WINGLETS,2018-04-13,18:30,VIGO,VGO,1,Salida prevista a las 18:30,6,15,Chubascos Dispersos,14 - ,9,2018-04-13,20:10,BARCELONA-EL PRAT,BCN,T2 B,Llegada prevista a las 20:10,12,17,Lluvia,B,26,2018-04-13 17:25:42
AEA2728,BOEING 737-800 WINGLETS,2018-04-13,18:55,VIGO,VGO,1,Salida prevista a las 18:55,6,15,Chubascos Dispersos,01 - 03,5,2018-04-13,20:30,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 20:30,12,17,Lluvia,T1_G,03,2018-04-13 17:25:43
AEA7319,EMBRAER ERJ-195,2018-04-13,20:45,VIGO,VGO,1,Salida prevista a las 20:45,6,15,Chubascos Dispersos,01 - 03,5,2018-04-13,21:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 21:55,6,14,Chubascos Dispersos,06,15,2018-04-13 17:25:45
IBE8589,CANADAIR CRJ-200,2018-04-13,16:35,ALMERIA,LEI,1,El vuelo ha despegado a las 16:35,8,17,Chubascos Dispersos,19 - 21,3,2018-04-13,17:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 17:49,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:36
IBE8601,BOMBARDIER CRJ-1000,2018-04-13,17:40,ALMERIA,LEI,1,Salida prevista a las 17:40,8,17,Chubascos Dispersos,19 - 21,3,2018-04-13,18:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:55,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:39
IBE8932,CANADAIR CRJ-200,2018-04-13,19:45,ALMERIA,LEI,1,Salida prevista a las 19:45,8,17,Chubascos Dispersos,19 - 21,1,2018-04-13,20:45,SEVILLA,SVQ,1,Llegada prevista a las 20:45,8,17,Chubascos Dispersos,B,5,2018-04-13 17:25:43
IBS3983,AIRBUS A320,2018-04-13,15:15,ASTURIAS,OVD,1,El vuelo ha despegado a las 15:21,8,14,Lluvia,2 - 3,7,2018-04-13,16:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 16:20,6,14,Chubascos Dispersos,10,18,2018-04-13 17:25:39
VOE3925,BOEING 717,2018-04-13,15:40,ASTURIAS,OVD,1,El vuelo ha despegado a las 15:45,8,14,Lluvia,7 - ,4,2018-04-13,17:10,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha aterrizado a las 17:05,8,16,Tormentas Localmente Fuertes,3,40,2018-04-13 17:25:41
IBE0487,AIRBUS A319,2018-04-13,17:40,ASTURIAS,OVD,1,Salida prevista a las 17:40,8,14,Lluvia,1 - 3,8,2018-04-13,18:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:45,6,14,Chubascos Dispersos,10,10,2018-04-13 17:25:42
IBS3879,AIRBUS A321,2018-04-13,17:50,SANTIAGO,SCQ,T,Salida prevista a las 17:50,10,15,Chubascos Dispersos,5 - 8,6,2018-04-13,19:10,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 19:11,6,14,Chubascos Dispersos,10,14,2018-04-13 17:25:40
IBE8319,ATR-72,2018-04-13,13:35,SAN SEBASTIAN,EAS,1,El vuelo ha despegado a las 14:19,9,15,Lluvia,5 - 6,2,2018-04-13,14:55,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 15:30,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:54
IBE8645,CANADAIR CRJ-900,2018-04-13,13:55,GRANADA-JAÉN F.G.L.,GRX,1,El vuelo ha despegado a las 14:04,5,17,Chubascos Dispersos,05 - 06,2,2018-04-13,15:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 15:22,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:59
IBS3943,AIRBUS A321,2018-04-13,11:15,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 11:29,17,22,Nubosidad Variable,8 - 10,11,2018-04-13,15:00,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 15:23,6,14,Chubascos Dispersos,10,16,2018-04-13 17:26:01
IBE0439,32A,2018-04-13,14:45,BILBAO,BIO,O,El vuelo ha despegado a las 15:28,7,17,Lluvia Moderada,16 - 18,6,2018-04-13,15:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 16:25,6,14,Chubascos Dispersos,10,16,2018-04-13 17:25:42
VLG1435,AIRBUS A320,2018-04-13,15:50,BILBAO,BIO,O,El vuelo ha despegado a las 15:50,7,17,Lluvia Moderada,10 - 13,5,2018-04-13,17:00,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 16:54,12,17,Lluvia,T1_G,08,2018-04-13 17:25:45
AEA7154,EMBRAER ERJ-195,2018-04-13,16:45,BILBAO,BIO,O,Salida prevista a las 17:15,7,17,Lluvia Moderada,23 - 24,2,2018-04-13,17:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 18:26,6,14,Chubascos Dispersos,06,16,2018-04-13 17:25:46
VLG1427,AIRBUS A320,2018-04-13,17:30,BILBAO,BIO,O,Salida prevista a las 17:30,7,17,Lluvia Moderada,10 - 13,4,2018-04-13,18:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 18:40,12,17,Lluvia,T1_G,03,2018-04-13 17:25:50
IBE0449,AIRBUS A321,2018-04-13,17:35,BILBAO,BIO,O,Salida prevista a las 17:35,7,17,Lluvia Moderada,16 - 18,1,2018-04-13,18:50,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:29,6,14,Chubascos Dispersos,10,17,2018-04-13 17:25:54
VOE3512,BOEING 717,2018-04-13,17:50,BILBAO,BIO,O,Salida prevista a las 17:50,7,17,Lluvia Moderada,32 - 32,3,2018-04-13,19:20,MALAGA-COSTA DEL SOL,AGP,3,Llegada prevista a las 19:20,8,16,Tormentas Localmente Fuertes,3,38,2018-04-13 17:25:57
VLG1450,32A,2018-04-13,18:20,BILBAO,BIO,O,Salida prevista a las 18:20,7,17,Lluvia Moderada,10 - 13,1,2018-04-13,19:40,ALICANTE-ELCHE,ALC,N,Llegada prevista a las 19:40,11,18,Nubosidad Variable,NT1,9B,2018-04-13 17:26:02
AEA6066,BOEING 737-800 WINGLETS,2018-04-13,16:00,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 17:03,12,17,Lluvia,086 - 091,D80,2018-04-13,17:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 18:22,6,14,Chubascos Dispersos,06,18,2018-04-13 17:25:55
VLG3978,AIRBUS A320,2018-04-13,16:00,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 15:59,12,17,Lluvia,058 - 060,D90,2018-04-13,17:10,ZARAGOZA,ZAZ,T,El vuelo ha aterrizado a las 16:57,8,17,Chubascos Dispersos,2,2,2018-04-13 17:25:56
RYR2064,BOEING 737-800 WINGLETS,2018-04-13,16:10,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 16:07,12,17,Lluvia,002 - 007,D94,2018-04-13,17:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,1,Llegada prevista a las 17:30,6,14,Chubascos Dispersos,02,13,2018-04-13 17:26:00
ANE8612,CANADAIR CRJ-200,2018-04-13,16:15,PALMA DE MALLORCA,PMI,N,El vuelo ha despegado a las 16:11,12,17,Lluvia,054 - 055,B30,2018-04-13,17:20,ALICANTE-ELCHE,ALC,N,El vuelo ha aterrizado a las 17:02,11,18,Nubosidad Variable,NT1,4B,2018-04-13 17:26:02
VLG2123,32A,2018-04-13,15:10,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 15:37,12,17,Lluvia,501 - 514,B52,2018-04-13,16:50,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha aterrizado a las 17:16,8,16,Tormentas Localmente Fuertes,3,35,2018-04-13 17:25:47
IBE1515,AIRBUS A320,2018-04-13,15:15,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 15:50,12,17,Lluvia,255 - 264,A02,2018-04-13,16:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 17:03,6,14,Chubascos Dispersos,10,14,2018-04-13 17:25:50
IBE1515S,AIRBUS A320,2018-04-13,15:15,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 15:50,12,17,Lluvia,902 - 903,A02,2018-04-13,16:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha aterrizado a las 17:03,6,14,Chubascos Dispersos,10,14,2018-04-13 17:25:50
RYR6320,BOEING 737-800 WINGLETS,2018-04-13,15:20,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 15:36,12,17,Lluvia,B65 - B71,U37,2018-04-13,16:50,VALLADOLID,VLL,1,El vuelo ha aterrizado a las 16:57,5,11,Chubascos Dispersos,01,2,2018-04-13 17:25:56
IBS3937,AIRBUS A320,2018-04-13,13:50,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 14:26,17,22,Nubosidad Variable,8 - 10,8,2018-04-13,17:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:20,6,14,Chubascos Dispersos,10,11,2018-04-13 17:25:37
AEA9049,BOEING 737-800 WINGLETS,2018-04-13,14:40,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 15:05,17,22,Nubosidad Variable,15 - 19,11,2018-04-13,18:25,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 18:50,6,14,Chubascos Dispersos,06,08,2018-04-13 17:25:42
VLG3217,32B,2018-04-13,15:10,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 16:13,17,22,Nubosidad Variable,10 - 13,5,2018-04-13,19:25,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:25,12,17,Lluvia,T1_G,08,2018-04-13 17:25:48
IBK6380,BOEING 737-800 WINGLETS,2018-04-13,15:55,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 16:07,17,22,Nubosidad Variable,1 - 3,6,2018-04-13,19:40,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,Llegada prevista a las 20:06,6,14,Chubascos Dispersos,06,08,2018-04-13 17:25:52
IBB166,ATR-42/72,2018-04-13,16:00,TENERIFE NORTE,TFN,1,Salida prevista a las 16:20,17,22,Nubosidad Variable,21 - 26,1,2018-04-13,16:30,GRAN CANARIA,LPA,-,Llegada prevista a las 16:30,16,21,Nubosidad Variable,01,12,2018-04-13 17:25:57
AEA5403,BOEING 737-800 WINGLETS,2018-04-13,16:05,TENERIFE NORTE,TFN,1,El vuelo ha despegado a las 15:51,17,22,Nubosidad Variable,15 - 19,13,2018-04-13,19:20,MALAGA-COSTA DEL SOL,AGP,3,Llegada prevista a las 19:15,8,16,Tormentas Localmente Fuertes,3,36,2018-04-13 17:26:00
IBE8322,ATR-72,2018-04-13,15:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 16:11,6,14,Chubascos Dispersos,810 - 859,K95,2018-04-13,16:50,SAN SEBASTIAN,EAS,1,Llegada prevista a las 17:30,9,15,Lluvia,LLEG,1,2018-04-13 17:25:51
IBE8318,ATR-72,2018-04-13,16:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 16:26,6,14,Chubascos Dispersos,810 - 819,K64,2018-04-13,17:35,SAN SEBASTIAN,EAS,1,Llegada prevista a las 17:40,9,15,Lluvia,LLEG,1,2018-04-13 17:25:52
VLG2488,AIRBUS A319,2018-04-13,16:40,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 16:51,12,17,Lluvia,501 - 514,B32,2018-04-13,17:50,SAN SEBASTIAN,EAS,1,Llegada prevista a las 17:50,9,15,Lluvia,LLEG,1,2018-04-13 17:25:55
IBE8326,ATR-72,2018-04-13,19:30,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Salida prevista a las 19:30,6,14,Chubascos Dispersos,810 - 819, - ,2018-04-13,20:45,SAN SEBASTIAN,EAS,1,Llegada prevista a las 20:45,9,15,Lluvia,LLEG,1,2018-04-13 17:25:58
VLG2221,AIRBUS A320,2018-04-13,15:35,SEVILLA,SVQ,1,El vuelo ha despegado a las 15:42,8,17,Chubascos Dispersos,M26 - M33,4,2018-04-13,17:10,BARCELONA-EL PRAT,BCN,T1,El vuelo ha aterrizado a las 17:14,12,17,Lluvia,T1_G,06,2018-04-13 17:25:41
RYR5272,BOEING 737-800 WINGLETS,2018-04-13,16:05,SEVILLA,SVQ,1,El vuelo ha despegado a las 16:12,8,17,Chubascos Dispersos,M09 - M10,10,2018-04-13,17:45,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 17:36,12,17,Lluvia,NT,18,2018-04-13 17:25:44
RYR2208,BOEING 737-800 WINGLETS,2018-04-13,16:25,SEVILLA,SVQ,1,El vuelo ha despegado a las 16:30,8,17,Chubascos Dispersos,M09 - M10,6,2018-04-13,17:40,VALENCIA,VLC,1,Llegada prevista a las 17:35,11,21,Nubosidad Variable,3,6,2018-04-13 17:25:46
VLG3964,AIRBUS A320,2018-04-13,16:35,SEVILLA,SVQ,1,El vuelo ha despegado a las 16:54,8,17,Chubascos Dispersos,M26 - M33,4,2018-04-13,17:45,VALENCIA,VLC,1,Llegada prevista a las 17:55,11,21,Nubosidad Variable,3,10,2018-04-13 17:25:48
IBE8847,CANADAIR CRJ-900,2018-04-13,16:50,SEVILLA,SVQ,1,El vuelo ha despegado a las 16:43,8,17,Chubascos Dispersos,M18 - M20,K2,2018-04-13,18:20,VALENCIA,VLC,1,Llegada prevista a las 17:40,11,21,Nubosidad Variable,1,2,2018-04-13 17:25:51
IBS3951,AIRBUS A320,2018-04-13,17:40,SEVILLA,SVQ,1,Salida prevista a las 17:40,8,17,Chubascos Dispersos,M18 - M20,4,2018-04-13,18:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 18:40,6,14,Chubascos Dispersos,10,17,2018-04-13 17:25:53
VLG3046,AIRBUS A320,2018-04-13,18:10,SEVILLA,SVQ,1,Salida prevista a las 18:10,8,17,Chubascos Dispersos,M26 - M33,8,2018-04-13,19:25,GRAN CANARIA,LPA,-,Llegada prevista a las 19:25,16,21,Nubosidad Variable,01,15,2018-04-13 17:25:56
RYR1283,BOEING 737-800 WINGLETS,2018-04-13,14:50,BARCELONA-EL PRAT,BCN,T2 B,El vuelo ha despegado a las 15:05,12,17,Lluvia,B65 - B71,R11,2018-04-13,16:45,JEREZ DE LA FRONTERA,XRY,T,El vuelo ha aterrizado a las 17:05,5,15,Chubascos Dispersos,1A,3,2018-04-13 17:25:49
IBE0404,AIRBUS A319,2018-04-13,15:45,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 15:47,6,14,Chubascos Dispersos,810 - 859,K68,2018-04-13,17:00,JEREZ DE LA FRONTERA,XRY,T,El vuelo ha aterrizado a las 16:55,5,15,Chubascos Dispersos,1A,2,2018-04-13 17:25:50
RYR8147,BOEING 737-800 WINGLETS,2018-04-13,15:25,IBIZA,IBZ,1,El vuelo ha despegado a las 15:31,13,17,Nuboso A Muy Nuboso,21 - 25,07,2018-04-13,16:50,MALAGA-COSTA DEL SOL,AGP,3,El vuelo ha aterrizado a las 16:41,8,16,Tormentas Localmente Fuertes,3,41,2018-04-13 17:25:38
RYR8842,BOEING 737-800 WINGLETS,2018-04-13,17:00,IBIZA,IBZ,1,Salida prevista a las 17:38,13,17,Nuboso A Muy Nuboso,21 - 25,02,2018-04-13,18:05,BARCELONA-EL PRAT,BCN,T2 B,Llegada prevista a las 18:05,12,17,Lluvia,B,25,2018-04-13 17:25:40
AEA2676,BOEING 737-800 WINGLETS,2018-04-13,17:30,IBIZA,IBZ,1,Salida prevista a las 17:30,13,17,Nuboso A Muy Nuboso,42 - 43,12,2018-04-13,18:55,BILBAO,BIO,O,Llegada prevista a las 18:55,7,17,Lluvia Moderada,N,2,2018-04-13 17:25:45
IBE8903,BOMBARDIER CRJ-1000,2018-04-13,17:50,IBIZA,IBZ,1,Salida prevista a las 18:00,13,17,Nuboso A Muy Nuboso,60 - 63,07,2018-04-13,19:05,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 19:17,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:49
IBE8437,BOMBARDIER CRJ-1000,2018-04-13,18:40,IBIZA,IBZ,1,Salida prevista a las 18:40,13,17,Nuboso A Muy Nuboso,60 - 65,03,2018-04-13,19:25,VALENCIA,VLC,1,Llegada prevista a las 19:25,11,21,Nubosidad Variable,1,2,2018-04-13 17:25:51
VLG3517,32B,2018-04-13,18:45,IBIZA,IBZ,1,Salida prevista a las 18:45,13,17,Nuboso A Muy Nuboso,67 - 69,02,2018-04-13,19:40,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:40,12,17,Lluvia,T1_G,02,2018-04-13 17:25:52
AEA1711,ATR-72,2018-04-13,20:05,IBIZA,IBZ,1,Salida prevista a las 20:05,13,17,Nuboso A Muy Nuboso,42 - 43,01,2018-04-13,20:45,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 20:45,12,17,Lluvia,NT,02,2018-04-13 17:25:56
RYR7402,BOEING 737-800 WINGLETS,2018-04-13,17:10,MENORCA,MAH,1,El vuelo ha despegado a las 17:04,12,17,Lluvia Débil,42 - 42,02,2018-04-13,18:25,VALENCIA,VLC,1,Llegada prevista a las 18:10,11,21,Nubosidad Variable,3,6,2018-04-13 17:25:40
AEA4530,ATR-72,2018-04-13,17:35,MENORCA,MAH,1,Salida prevista a las 17:35,12,17,Lluvia Débil,33 - ,1A,2018-04-13,18:10,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 18:15,12,17,Lluvia,NT,11,2018-04-13 17:25:42
RYR6882,BOEING 737-800 WINGLETS,2018-04-13,18:30,MENORCA,MAH,1,Salida prevista a las 18:35,12,17,Lluvia Débil,42 - 42,02,2018-04-13,19:25,BARCELONA-EL PRAT,BCN,T2 B,Llegada prevista a las 19:25,12,17,Lluvia,B,26,2018-04-13 17:25:45
IBE8027,BOMBARDIER CRJ-1000,2018-04-13,18:45,MENORCA,MAH,1,Salida prevista a las 18:45,12,17,Lluvia Débil,23 - 24,1A,2018-04-13,20:20,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,Llegada prevista a las 20:21,6,14,Chubascos Dispersos,10,19,2018-04-13 17:25:46
VLG3701,32A,2018-04-13,19:25,MENORCA,MAH,1,Salida prevista a las 19:30,12,17,Lluvia Débil,25 - 26,06,2018-04-13,20:20,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 20:20,12,17,Lluvia,T1_G,03,2018-04-13 17:25:47
EVE1119,32A,2018-04-13,15:25,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 15:24,11,18,Nubosidad Variable,34 - 36,C41,2018-04-13,16:55,SANTIAGO,SCQ,T,El vuelo ha aterrizado a las 16:58,10,15,Chubascos Dispersos,B,2,2018-04-13 17:25:39
VLG3936,32A,2018-04-13,16:00,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 16:20,11,18,Nubosidad Variable,10 - 12,B29,2018-04-13,17:00,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 17:10,12,17,Lluvia,NT,15,2018-04-13 17:25:52
VLG1451,32A,2018-04-13,16:20,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 16:54,11,18,Nubosidad Variable,10 - 15,B30,2018-04-13,17:45,BILBAO,BIO,O,Llegada prevista a las 18:18,7,17,Lluvia Moderada,N,4,2018-04-13 17:25:55
AEA4027,ATR-72,2018-04-13,16:50,ALICANTE-ELCHE,ALC,N,El vuelo ha despegado a las 16:56,11,18,Nubosidad Variable,90 - 91,C46,2018-04-13,18:00,PALMA DE MALLORCA,PMI,N,Llegada prevista a las 18:15,12,17,Lluvia,NT,14,2018-04-13 17:26:02
AEA4014,ATR-72,2018-04-13,16:15,VALENCIA,VLC,1,El vuelo ha despegado a las 16:14,11,21,Nubosidad Variable,15 - 24,R55,2018-04-13,17:15,PALMA DE MALLORCA,PMI,N,El vuelo ha aterrizado a las 17:15,12,17,Lluvia,NT,16,2018-04-13 17:25:48
IBE8938,CANADAIR CRJ-900,2018-04-13,17:50,VALENCIA,VLC,1,Salida prevista a las 17:50,11,21,Nubosidad Variable,1 - 4,R57,2018-04-13,19:05,BILBAO,BIO,O,Llegada prevista a las 19:05,7,17,Lluvia Moderada,N,1,2018-04-13 17:25:58
VLG1315,AIRBUS A319,2018-04-13,18:05,VALENCIA,VLC,1,Salida prevista a las 18:05,11,21,Nubosidad Variable,14 - 24,F17,2018-04-13,19:05,BARCELONA-EL PRAT,BCN,T1,Llegada prevista a las 19:05,12,17,Lluvia,T1_G,07,2018-04-13 17:26:02
AEA7235,EMBRAER ERJ-195,2018-04-13,14:15,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,2,El vuelo ha despegado a las 14:32,6,14,Chubascos Dispersos,505 - 520,D60,2018-04-13,15:30,A CORUÑA,LCG,-,El vuelo ha aterrizado a las 15:49,10,15,Chubascos Dispersos,S1,1,2018-04-13 17:25:57
IBE0524,AIRBUS A320,2018-04-13,15:35,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,4,El vuelo ha despegado a las 16:39,6,14,Chubascos Dispersos,810 - 859,J56,2018-04-13,17:00,A CORUÑA,LCG,-,Llegada prevista a las 17:55,10,15,Chubascos Dispersos,S1,2,2018-04-13 17:25:58
VLG1294,32A,2018-04-13,15:25,BARCELONA-EL PRAT,BCN,T1,El vuelo ha despegado a las 15:46,12,17,Lluvia,501 - 514,B47,2018-04-13,17:15,A CORUÑA,LCG,-,Llegada prevista a las 17:25,10,15,Chubascos Dispersos,S1,2,2018-04-13 17:26:00
